"Year","State","Value"
1960,"AL",0.898525319804311
1960,"AR",1.72645949254315
1960,"AZ",0.681423537886388
1960,"CA",5.08943573975059
1960,"CO",1.13198665898558
1960,"CT",0.160933102918373
1960,"DE",0.0985292716544624
1960,"FL",0.842496935977837
1960,"GA",1.41265936980418
1960,"IA",3.39504149963649
1960,"ID",1.00472035507232
1960,"IL",3.64335311090323
1960,"IN",2.186736224405
1960,"KS",2.83317617930192
1960,"KY",0.971123903381737
1960,"LA",0.910202797010631
1960,"MA",0.193646351046923
1960,"MD",0.399598386653323
1960,"ME",0.22856445255747
1960,"MI",1.56105718311942
1960,"MN",3.06260864231133
1960,"MO",2.28423535245267
1960,"MS",1.24611383341662
1960,"MT",1.17639504343595
1960,"NC",2.12829385831615
1960,"ND",1.85845646415468
1960,"NE",2.82763077556825
1960,"NH",0.0692358177832348
1960,"NJ",0.377456037143745
1960,"NM",0.4372532938583
1960,"NV",0.102258102467371
1960,"NY",1.52602490078673
1960,"OH",1.94811870281585
1960,"OK",1.47347304095289
1960,"OR",0.934776602203194
1960,"PA",1.48535282789111
1960,"RI",0.0294716531901606
1960,"SC",0.86667079350961
1960,"SD",1.61100601311289
1960,"TN",1.02067301727305
1960,"TX",6.2577869423933
1960,"UT",0.349965752706434
1960,"VA",0.921487538755917
1960,"VT",0.170680217215722
1960,"WA",1.37759827874961
1960,"WI",1.97102042114023
1960,"WV",0.235911367012025
1960,"WY",0.369046667932505
1961,"AL",0.918040573598339
1961,"AR",1.75397121514711
1961,"AZ",0.716768225701975
1961,"CA",5.57341963517019
1961,"CO",1.13750199656403
1961,"CT",0.163241598517565
1961,"DE",0.104049649548836
1961,"FL",0.87854578152838
1961,"GA",1.45522037790757
1961,"IA",3.50251338271954
1961,"ID",1.03223945640542
1961,"IL",3.57240253578991
1961,"IN",2.19091414945068
1961,"KS",2.82105448752551
1961,"KY",1.00381565399933
1961,"LA",0.926771185254216
1961,"MA",0.189969727113911
1961,"MD",0.399990033346049
1961,"ME",0.224267110550756
1961,"MI",1.5255273553582
1961,"MN",3.06346447082175
1961,"MO",2.30896165001263
1961,"MS",1.25445462291999
1961,"MT",1.19496162465944
1961,"NC",2.2310128654433
1961,"ND",1.88371218031217
1961,"NE",2.83973759514285
1961,"NH",0.0660471058975359
1961,"NJ",0.34465857134624
1961,"NM",0.456633531436836
1961,"NV",0.101257440119217
1961,"NY",1.50210728003452
1961,"OH",2.02006685760573
1961,"OK",1.35554477881301
1961,"OR",0.99237672342353
1961,"PA",1.43080375190175
1961,"RI",0.0283278048300855
1961,"SC",0.867964741152795
1961,"SD",1.6256164821605
1961,"TN",1.01261495946444
1961,"TX",6.34698389642316
1961,"UT",0.345230843844212
1961,"VA",0.870234893395692
1961,"VT",0.168003854294828
1961,"WA",1.42701324816639
1961,"WI",1.92404247104998
1961,"WV",0.229707010485663
1961,"WY",0.378130357525736
1962,"AL",0.939337819218322
1962,"AR",1.7904551457905
1962,"AZ",0.756091807950821
1962,"CA",5.5188101828204
1962,"CO",1.14135442328223
1962,"CT",0.167825492322634
1962,"DE",0.105304459235096
1962,"FL",0.96089118763323
1962,"GA",1.46533969845535
1962,"IA",3.51591687488729
1962,"ID",1.0418703069531
1962,"IL",3.65769295756924
1962,"IN",2.16727762135223
1962,"KS",2.91010478276214
1962,"KY",1.01736300259196
1962,"LA",0.94871549329869
1962,"MA",0.193001060677775
1962,"MD",0.411026822153374
1962,"ME",0.223017124444559
1962,"MI",1.51406937803383
1962,"MN",3.09026662055436
1962,"MO",2.18184129459745
1962,"MS",1.26295645228189
1962,"MT",1.22136888063545
1962,"NC",2.23043115455465
1962,"ND",1.91275664710378
1962,"NE",2.8293501276542
1962,"NH",0.0646427621618493
1962,"NJ",0.344486888113379
1962,"NM",0.475792807226963
1962,"NV",0.102985060599745
1962,"NY",1.43166466216357
1962,"OH",2.02529161089469
1962,"OK",1.3754254888723
1962,"OR",0.990701440908802
1962,"PA",1.360283905721
1962,"RI",0.0252329784989797
1962,"SC",0.88862335484153
1962,"SD",1.63919179201437
1962,"TN",1.00528851033218
1962,"TX",6.38047844802439
1962,"UT",0.337864807629308
1962,"VA",0.914342658347908
1962,"VT",0.168061048679604
1962,"WA",1.40742788911434
1962,"WI",1.91731528674973
1962,"WV",0.229759748723453
1962,"WY",0.375116315426322
1963,"AL",0.970191012100642
1963,"AR",1.86981422820229
1963,"AZ",0.786798606286494
1963,"CA",5.52964174684024
1963,"CO",1.18311194334273
1963,"CT",0.180751474254816
1963,"DE",0.11212523563324
1963,"FL",1.00650777972897
1963,"GA",1.51861921265173
1963,"IA",3.51492483737179
1963,"ID",1.0502148581846
1963,"IL",3.73157521868133
1963,"IN",2.1690415861431
1963,"KS",3.00156163070609
1963,"KY",1.04678758557112
1963,"LA",1.00045385508969
1963,"MA",0.191889366857005
1963,"MD",0.420178166982229
1963,"ME",0.23083630348559
1963,"MI",1.52209899121426
1963,"MN",3.04540169428421
1963,"MO",2.21315559907925
1963,"MS",1.30309704298926
1963,"MT",1.2336082888373
1963,"NC",2.37444618436486
1963,"ND",1.90226789977319
1963,"NE",2.8664845216883
1963,"NH",0.0626589217448326
1963,"NJ",0.332153013707291
1963,"NM",0.500245704533433
1963,"NV",0.10626410149572
1963,"NY",1.46497017075826
1963,"OH",2.10293232721649
1963,"OK",1.39749449407768
1963,"OR",0.988403512190516
1963,"PA",1.37652045361442
1963,"RI",0.025715583181897
1963,"SC",0.899305116769824
1963,"SD",1.711349728878
1963,"TN",1.03995877876304
1963,"TX",6.62269541159046
