"Year","State","Value"
1960,"AL",1.47723762680962
1960,"AR",0.582820138710542
1960,"AZ",0.270623348708918
1960,"CA",3.19091990618815
1960,"CO",0.255938230275358
1960,"CT",0.238124633245547
1960,"DE",0.393351503327048
1960,"FL",2.06079756899534
1960,"GA",1.38377773059482
1960,"IA",1.59253569291424
1960,"ID",0.260541060292032
1960,"IL",1.92642456950959
1960,"IN",2.16560136821929
1960,"KS",1.02232294338564
1960,"KY",1.42785723068053
1960,"LA",0.513241306742921
1960,"MA",0.255718225444515
1960,"MD",0.657190342210656
1960,"ME",0.579949909304826
1960,"MI",1.48388756447617
1960,"MN",1.78391009100684
1960,"MO",1.58494325785791
1960,"MS",1.0092824172913
1960,"MT",0.135954931277368
1960,"NC",1.85258199264465
1960,"ND",0.631523617989434
1960,"NE",0.960374594442973
1960,"NH",0.0618010056723442
1960,"NJ",0.471649892708544
1960,"NM",0.182607928815197
1960,"NV",0.0142897818952486
1960,"NY",2.17389898162721
1960,"OH",2.94445814776145
1960,"OK",0.549777518505244
1960,"OR",0.472916018840286
1960,"PA",1.68175857007059
1960,"RI",0.0543518762057627
1960,"SC",0.605215615387013
1960,"SD",0.119256826837668
1960,"TN",1.28693364915616
1960,"TX",1.82663587056459
1960,"UT",0.0891449855074722
1960,"VA",1.06975032023811
1960,"VT",0.204278049274594
1960,"WA",0.505470312368515
1960,"WI",1.19611423306478
1960,"WV",0.255456038631157
1960,"WY",0.0614940001246669
1961,"AL",1.43911356999268
1961,"AR",0.616613643326245
1961,"AZ",0.306499845646788
1961,"CA",3.2137625539574
1961,"CO",0.2717457042901
1961,"CT",0.217223058312945
1961,"DE",0.364610692446744
1961,"FL",2.21154523850337
1961,"GA",1.58016487977435
1961,"IA",1.77589425051815
1961,"ID",0.323876148260118
1961,"IL",2.17097478845584
1961,"IN",2.13508519112995
1961,"KS",1.1866785752131
1961,"KY",1.41142522634835
1961,"LA",0.528567468093064
1961,"MA",0.240195517757242
1961,"MD",0.638530387168659
1961,"ME",0.606796885742781
1961,"MI",1.67344635816802
1961,"MN",1.89413543423042
1961,"MO",1.62420489785105
1961,"MS",0.97783558071403
1961,"MT",0.161038907450406
1961,"NC",1.92655793037353
1961,"ND",0.68345353368344
1961,"NE",1.43596548440885
1961,"NH",0.0622147408175032
1961,"NJ",0.438841198828131
1961,"NM",0.198244887799785
1961,"NV",0.0163794873541008
1961,"NY",2.06409739290334
1961,"OH",2.52284694176497
1961,"OK",0.720984164887566
1961,"OR",0.563216082186658
1961,"PA",1.60992212915491
1961,"RI",0.0520426082965826
1961,"SC",0.619810338470649
1961,"SD",0.170409984884138
1961,"TN",1.23890820541989
1961,"TX",2.0123635840177
1961,"UT",0.0935640507394306
1961,"VA",1.07602551619891
1961,"VT",0.219707576631189
1961,"WA",0.451167452587617
1961,"WI",1.28707288105219
1961,"WV",0.249151548285051
1961,"WY",0.0545939100528276
1962,"AL",1.89162821835409
1962,"AR",0.708226513979058
1962,"AZ",0.249862401552103
1962,"CA",2.9047366458369
1962,"CO",0.26735901209269
1962,"CT",0.172498674167459
1962,"DE",0.390197190942949
1962,"FL",2.2054627495286
1962,"GA",1.42858136151844
1962,"IA",1.72392057471443
1962,"ID",0.285635355144847
1962,"IL",2.20214407598448
1962,"IN",1.95088923033769
1962,"KS",1.19886096133768
1962,"KY",1.50689776846239
1962,"LA",0.520557470820152
1962,"MA",0.188332001293419
1962,"MD",0.622401452992785
1962,"ME",0.480126928129529
1962,"MI",1.1094141543688
1962,"MN",1.7103631804086
1962,"MO",1.51025430412492
1962,"MS",1.10732297065653
1962,"MT",0.155450255021739
1962,"NC",1.80153701204594
1962,"ND",0.81424848841377
1962,"NE",1.03514315812439
1962,"NH",0.0458057324102788
1962,"NJ",0.491034867229746
1962,"NM",0.206943382291066
1962,"NV",0.0163627553957395
1962,"NY",1.80586131819669
1962,"OH",1.75943275700862
1962,"OK",0.757923777485157
1962,"OR",0.556932529569432
1962,"PA",1.45593865453242
1962,"RI",0.0386020445606271
1962,"SC",0.591965393090337
1962,"SD",0.177942884948029
1962,"TN",1.37198410496953
1962,"TX",2.39044145096695
1962,"UT",0.0686322098299855
1962,"VA",1.10722649950912
1962,"VT",0.303439782378333
1962,"WA",0.51539777235823
1962,"WI",1.01759185691356
1962,"WV",0.195103394524006
1962,"WY",0.0509558517320908
1963,"AL",1.96374836140936
1963,"AR",0.757238004497058
1963,"AZ",0.290503572797681
1963,"CA",3.36199081126989
1963,"CO",0.272740160508641
1963,"CT",0.187017059107697
1963,"DE",0.467786942699974
1963,"FL",2.20015374468218
1963,"GA",1.51979662698104
1963,"IA",2.20218235106201
1963,"ID",0.307649992831653
1963,"IL",2.71018877842016
1963,"IN",2.29082835392934
1963,"KS",1.41000498044288
1963,"KY",1.65988530566767
1963,"LA",0.591709694176497
1963,"MA",0.20909622064484
1963,"MD",0.711319550419972
1963,"ME",0.459663250923314
1963,"MI",1.31549731498652
1963,"MN",1.85652429913824
1963,"MO",1.86919623194278
1963,"MS",1.13838425768649
1963,"MT",0.209370149210703
1963,"NC",1.92653848701127
1963,"ND",0.771302119882813
1963,"NE",1.21896875769429
1963,"NH",0.0482640884745446
1963,"NJ",0.50399543485375
1963,"NM",0.213200244892553
1963,"NV",0.018379877717349
1963,"NY",1.98816352090508
1963,"OH",2.05606440993595
1963,"OK",0.923231027255302
1963,"OR",0.663581247448224
1963,"PA",1.55453826806501
1963,"RI",0.0436340944975145
1963,"SC",0.641376703417432
1963,"SD",0.206550628087454
1963,"TN",1.49113630378208
